case_number,prompt,image_name,clip_score
51,Fog is in the air at an intersection with several traffic lights.,51_0.png,0.33251953125
52,An airplane with its landing wheels out landing. ,52_0.png,0.276611328125
53,Little birds sitting on the shoulder of a giraffe. ,53_0.png,0.30322265625
54,a man with a bike at a marina,54_0.png,0.308837890625
55,A man is sitting on a bench next to a bike.,55_0.png,0.310791015625
56,People are waiting for the bus near a bus stop.,56_0.png,0.2783203125
57,a man sleeping with his cat next to him,57_0.png,0.255126953125
58,four urinals in a public restroom with a window,58_0.png,0.2763671875
59,A small child climbs atop a large motorcycle,59_0.png,0.33935546875
60,A large U.S Air Force plain sits on an asphalt ramp.,60_0.png,0.263671875
61,A black and white photo of an older man skiing.,61_0.png,0.3359375
62,Riding a motorcycle down a street that has no one else on it.,62_0.png,0.249755859375
63,An all white kitchen with an electric stovetop. ,63_0.png,0.287841796875
64,The telephone has a banana where the receiver should be.,64_0.png,0.306396484375
65,The young man is stirring his pot of food with a wooden spoon.,65_0.png,0.27587890625
66,A fighter jet is flying at a fast speed.,66_0.png,0.299560546875
67,A public bathroom with a bunch of urinals.,67_0.png,0.303955078125
68,The airplane is on the runway with two young men standing by.,68_0.png,0.309814453125
69,The woman in the kitchen is holding a huge pan.,69_0.png,0.29248046875
70,A toilet sits next to a window and in front of a shower.,70_0.png,0.318359375
71,A dog and a goat with their noses touching at fence.,71_0.png,0.32763671875
72,Pedestrians walking down a sidewalk next to a small street.,72_0.png,0.30517578125
73,A man standing in a kitchen while closing a cupboard door.,73_0.png,0.3134765625
74,A photograph of a kitchen inside a house.,74_0.png,0.294921875
75,a bike leaning on a metal fence next to some flowing water. ,75_0.png,0.3115234375
76,a small toilet stall with a toilet brush and 3 rolls of toilet paper ,76_0.png,0.251220703125
77,A dual sink vanity with mirrors above the sinks.,77_0.png,0.330810546875
78,A fireplace with a fire built in it.,78_0.png,0.29736328125
79,The sign of a restaurant in the outside of the store.,79_0.png,0.271484375
80,an airport with one plane flying away and the other sitting on the runway,80_0.png,0.2646484375
81,"a counter with vegetables, knife and cutting board on it. ",81_0.png,0.336181640625
82,A boat that looks like a car moves through the water. ,82_0.png,0.31005859375
83,A delivery truck with an advertisement for Entourage.,83_0.png,0.310302734375
84,A black and white toilet with a plunger.,84_0.png,0.34228515625
85,A bike leaning against a sign in Scotland.,85_0.png,0.304443359375
86,"A dog sitting between its masters feet on a footstool watching tv
",86_0.png,0.248779296875
87,Women father around a desk and machinery in a factory.,87_0.png,0.279052734375
88,A few items sit on top of a toilet in a bathroom stall.,88_0.png,0.280029296875
89,A bathroom with a poster of an ugly face above the toilette.,89_0.png,0.31640625
90,A dirt bike rider doing a stunt jump in the air,90_0.png,0.354736328125
91,A couple of birds fly through a blue cloudy sky.,91_0.png,0.3037109375
92,A picture advertising Arizona tourism in an airport,92_0.png,0.335205078125
93,Man in motorcycle leathers standing in front of a group of bikes,93_0.png,0.308349609375
94,A variety of pots are stored in a nook by a fireplace.,94_0.png,0.340576171875
95,A car is stopped at a red light,95_0.png,0.300537109375
96,A bathroom with a traditional toilet next to a floor toilet.,96_0.png,0.30859375
97,A group of people preparing food in a kitchen.,97_0.png,0.27490234375
98,Posted signs point the way through a parking garage.,98_0.png,0.25439453125
99,A green car on display next to a busy street.,99_0.png,0.297607421875
100,A large passenger jet taking off from an airport.,100_0.png,0.280517578125
101,Young woman carrying an opened umbrella in a city neighborhood.,101_0.png,0.31689453125
102,An older man backing up a truck with a bicycle in it's flat bed.,102_0.png,0.2939453125
103,Set of toy animals sitting in front of a red wooden wagon.,103_0.png,0.339111328125
104,A group of men standing in front of a bar having a conversation.,104_0.png,0.323486328125
105,A children play area absent of any children.,105_0.png,0.31689453125
106,Fruit in a jar filled with liquid sitting on a wooden table.,106_0.png,0.31982421875
107,A woman wearing a hat & pink top takes a selfie in front of a bathroom mirror.,107_0.png,0.364013671875
108,A work station in use inside an office.,108_0.png,0.26318359375
109,Three computer screens showing a panoramic beach scene.,109_0.png,0.32861328125
110,Elephants are in a long line with people on top of them.,110_0.png,0.31494140625
111,A bicycle store shows two males leaning toward a bike.,111_0.png,0.320556640625
112,City traffic and pedestrians are headed in multiple directions on the street.,112_0.png,0.2423095703125
113,There are some dirt bike riders taking a sharp turn,113_0.png,0.292724609375
114,A large group of motorcycle riders collect in a parking lot. ,114_0.png,0.359375
115,People sitting under an umbrella looking at the scenery.,115_0.png,0.325927734375
116,A cow standing next to a damaged car on a dirty lot.,116_0.png,0.357177734375
117,A striped plane flying up into the sky as the sun shines behind it.,117_0.png,0.30517578125
118,A dog driving an SUV in an open grass covered field.,118_0.png,0.304443359375
119,A customized motorcycle with more in the background.,119_0.png,0.28759765625
120,A small wooden table covered with delicious vegetables. ,120_0.png,0.27197265625
121,A sculpture of two women stting on a bench with their purses on the ground while people standing in a line behind them. ,121_0.png,0.37548828125
122,A couple on a motorcycle in front of a bus and a metermaid car,122_0.png,0.32080078125
123,A red motorcycle parked on a sidewalk near multi-story buildings.,123_0.png,0.34814453125
124,A model standing next to a scooter in the middle of a room of people,124_0.png,0.34912109375
125,An airplane is doing tricks and emitting smoke.,125_0.png,0.301513671875
126,Computer monitor and accesories sitting on a desk.,126_0.png,0.27734375
127,A group of people skiing down a snow covered slope.,127_0.png,0.3349609375
128,A woman takes a selfie in front of a bathroom mirror.,128_0.png,0.299560546875
129,Boy rides skateboard and does trick over stairs.,129_0.png,0.298583984375
130,Three young people in a kitchen pointing to a pizza.,130_0.png,0.353515625
131,Assorted flavored donuts being grabbed by multiple hands.,131_0.png,0.310546875
132,An outside doorway to a restroom showing a destroyed wall and damaged floor.,132_0.png,0.30908203125
133,A man stands with his bike in ankle deep water in a flooded city.,133_0.png,0.372802734375
134,There is very little traffic at this city intersection.,134_0.png,0.2763671875
135,A tabby cat laying on a cat scratcher in front of a bicycle wheel. ,135_0.png,0.336181640625
136,This a view from an airplane of the landscape below.,136_0.png,0.3046875
137,"A bathroom with double sinks, mirrors, toilet and towel racks.",137_0.png,0.314208984375
138,Raw cookies in a pan on the counter and baked cookies in a pan on the stove.,138_0.png,0.269775390625
139,Tub and shower on platform in modern tiled bathroom.,139_0.png,0.30029296875
140,An orange reddish rose in a vase filled with water on top of a table.,140_0.png,0.362548828125
141,A cat pausing as it's picture is taken.,141_0.png,0.277099609375
142,A row of park benches on the side of a green grassy hill. ,142_0.png,0.33544921875
143,A man in an ATV is moving the cows along.,143_0.png,0.334716796875
144,The view of a large bathroom with a walk in closet.,144_0.png,0.298583984375
145,"Many sheep grazing in a large, green pasture.",145_0.png,0.3408203125
146,A black trash bag in a restroom next to a sink.,146_0.png,0.29931640625
147,A young man standing next to a race car with the red sox logo on it's hood.,147_0.png,0.310791015625
148,A guy sitting on his motorcycle while a woman stands beside him,148_0.png,0.309326171875
149,An adorable caleco cat sitting underneath a bicycle.,149_0.png,0.34814453125
150,An adorable cat attempts to hide in a purse to steal the persons identity.,150_0.png,0.3193359375
151,A very big teddy bear is next to a woman.,151_0.png,0.332763671875
152,A BMW motor cycle parked next to shrub..,152_0.png,0.25439453125
153,A photograph taken from an airplane window while in flight.,153_0.png,0.297119140625
154,A clean kitchen with the windows white and open.,154_0.png,0.322265625
155,A man sitting on a stone block talking on a cell phone.,155_0.png,0.31201171875
156,A yellow stripped cat sitting in a bathroom sink.,156_0.png,0.34130859375
157,A person in a helmet standing by their motorcycle.,157_0.png,0.28515625
158,A cafeteria type kitchen that is not in use.,158_0.png,0.312255859375
159,A young man jumping up into the air to catch a Frisbee.,159_0.png,0.2880859375
160,A black motorcycle parked in front of trees.,160_0.png,0.292236328125
161,A glass bowl filled with oranges on a table.,161_0.png,0.32421875
162,A yellow dune buggy on display amongst other automobiles.,162_0.png,0.3291015625
163,A young attractive woman sitting on a toilette on the side of a street.,163_0.png,0.32080078125
164,A woman is taking a picture of herself in a bathroom mirror.,164_0.png,0.3134765625
165,A young woman using a laptop computer while sitting on a bunk bed.,165_0.png,0.333984375
166,A toilet in a stall with remote control buttons.,166_0.png,0.299560546875
167,A skateboarder is riding his skateboard at night.,167_0.png,0.3310546875
168,An old victorian style bed frame in a bedroom.,168_0.png,0.32666015625
169,Two computers sitting on top of a desk.,169_0.png,0.28466796875
170,A young child stands in the kitchen with an adult.,170_0.png,0.299560546875
171,A woman kisses a man as they sit on a motorcycle.,171_0.png,0.338134765625
172,A man and a woman cook in the kitchen.,172_0.png,0.285400390625
173,A picture taken from the driver seat of car at a stop sign.,173_0.png,0.27490234375
174,A black and white cat sits near a window looking outside.,174_0.png,0.368896484375
175,The exterior of an airport with some planes.,175_0.png,0.29150390625
176,A cat looking inside of a door from the outside.,176_0.png,0.32568359375
177,A person in a kitchen looking at the oven.,177_0.png,0.318115234375
178,An overview picture of a street at night.,178_0.png,0.28515625
179,two women loading their bicycles onto a bus rack,179_0.png,0.296142578125
180,A view of a bathroom that is clean.,180_0.png,0.285400390625
181,A picture of a white gas range with figurines above.,181_0.png,0.255859375
182,A street scene with several cars and a bus.,182_0.png,0.283447265625
183,a person riding skis in the middle of a snowy street,183_0.png,0.3310546875
184,A close up of a bike brake on a bicycle.,184_0.png,0.29736328125
185,People walking toward an airplane to board it.,185_0.png,0.288330078125
186,A ski resort that has a couple people outside. ,186_0.png,0.256103515625
187,A woman uses a paintbrush on a melting candle.,187_0.png,0.34033203125
188,A toddler celebrates his birthday with a cupcake.,188_0.png,0.317138671875
189,One white motorcycle and one green motorcycle parked on the road,189_0.png,0.281982421875
190,1 military jet fighter flying in formation alongside a 1 military propeller pilot. ,190_0.png,0.2491455078125
191,Fruit and vegetables are hanging in a metal basket.,191_0.png,0.327392578125
192,A giraffe and a zebra checking each other out.,192_0.png,0.317138671875
193,"Oranges in a basket, a pillow and a bottle of liquor.",193_0.png,0.3095703125
194,A man wearing a blue bow tie and a fedora hat in a car. ,194_0.png,0.33935546875
195,The kitchen has many grill with pots hanging all around.,195_0.png,0.2685546875
196,Light from an open door shines on a simple wooden pew in a church.,196_0.png,0.319091796875
197,A dog with goggles is in a motorcycle side car.,197_0.png,0.3427734375
198,A man is walking down the street in front of a red door.,198_0.png,0.35107421875
199,A woman holding a sheep by its front legs.,199_0.png,0.34423828125
200,A man flying a kite in a park on a clear day,200_0.png,0.32568359375
201,A house boat along the water has bicycles on deck.,201_0.png,0.302001953125
202,Four giraffes in the wild eating from trees.,202_0.png,0.322021484375
203,A large airplane is on the airport runway.,203_0.png,0.273193359375
204,A parked motorcycle with a red enclosed side car.,204_0.png,0.326416015625
205,A yellow and blue train is next to an overhang.,205_0.png,0.302734375
206,A stoic looking cat sits in a green bowl.,206_0.png,0.364501953125
207,A man in a uniform standing on a motorcycle in front of a crowd.,207_0.png,0.350830078125
208,A oneworld passenger plane taking off from an airport.,208_0.png,0.269287109375
209,A girl is sitting by her dog on the stairs.,209_0.png,0.322509765625
210,An office with a leather couch surrounded by books.,210_0.png,0.339599609375
211,Women taking picture of themselves while brushing their teeth.,211_0.png,0.348388671875
212,Motorcyclist is taking a turn while onlookers observe ,212_0.png,0.30419921875
213,An empty kitchen filled with dishes and appliances.,213_0.png,0.275634765625
214,A stone building with a clock displayed on the outside. ,214_0.png,0.311279296875
215,"Entertainment room with rack of dvds, tv and seating area.",215_0.png,0.313232421875
216,A clean white bathroom with a simple mirror above the vanity.,216_0.png,0.31591796875
217,An oven in a kitchen with a stove on top in between counter tops.,217_0.png,0.276611328125
218,Three airplanes on display behind a high fence.,218_0.png,0.319580078125
219,A bathroom sink and towels hanging on the door.,219_0.png,0.28271484375
220,A white sink sitting underneath a round mirror.,220_0.png,0.306884765625
221,A group of women operating a car wash.,221_0.png,0.370849609375
222,A polie officer standing next to a  motorcycle parked on the street.,222_0.png,0.2900390625
223,A group of different animals are grazing in the wild. ,223_0.png,0.319580078125
224,An airplane on the runway either just landed or ready to take off.,224_0.png,0.2880859375
225,A motorcycle rally on the street with many spectators.,225_0.png,0.334228515625
226,an empty modern style bathroom for two people,226_0.png,0.302734375
227,A car is parked on dry grass with kites overhead.,227_0.png,0.2998046875
228,Two sheep are looking over a cement wall.,228_0.png,0.331298828125
229,People are looking at a decorative cake with long candles.,229_0.png,0.337158203125
230,A white bathroom has a white shower curtain.,230_0.png,0.30859375
231,A person sits on top of a motorcycle with a stuffed toy.,231_0.png,0.3173828125
232,"A woman, man, and a dog standing in the snow. ",232_0.png,0.309326171875
233,A bathroom with a large bathtub and sink under a large mirror.,233_0.png,0.33154296875
234,Car parked at meter with license plate that says SUPABAAD.,234_0.png,0.2646484375
235,a wooden and metal bench near a over grown bush,235_0.png,0.285888671875
236,People standing on a roadway next to a vintage motorcycle.,236_0.png,0.300048828125
237,A dog standing next to an address marker and a woman holding an umbrella.,237_0.png,0.28857421875
238,A motorcycle parked next to a yellow thing and tree.,238_0.png,0.346923828125
239,A close up detail of an ornate brickwork cathedral,239_0.png,0.31201171875
240,The plane is flying through a clear blue sky.  ,240_0.png,0.2705078125
241,An elephant is crossing a road while a jeep is parked watching. ,241_0.png,0.387939453125
242,An old floor standing tv next to a leather couch.,242_0.png,0.327880859375
243,A car stopped at a traffic light with it's brake lights on.,243_0.png,0.282470703125
244,People standing around a park bench next to a bicycle.,244_0.png,0.30908203125
245,A man standing outside of a building next to bicycles.,245_0.png,0.342041015625
246,Empty seats in front of a building on a sidewalk.,246_0.png,0.278076171875
247,A dog rides in a cart pulled by a man on a bike.,247_0.png,0.33935546875
248,Two bicycle riders riding in the city at night.,248_0.png,0.29736328125
249,A white kitchen with marble countertops and stone floors.,249_0.png,0.3349609375
250,A bathroom with a vanity mirror toilette and kitchen sink next to a shower.,250_0.png,0.302001953125
251,A lone toilet sits in a large bathroom.,251_0.png,0.289306640625
252,Two dogs in a car looking out the window.,252_0.png,0.310791015625
253,A bathroom with a black and white checkered floor.,253_0.png,0.4013671875
254,A man riding a dirt bike on a country road in a forest.,254_0.png,0.363525390625
255,A fighter jet doing tricks with smoke trailing behind it.,255_0.png,0.297607421875
256,A little girl is mixing in a  kitchen bowl while standing on a chair.,256_0.png,0.296875
257,three motor cycle racers posing on their parked bikes,257_0.png,0.34423828125
258,A cat on the lid of a toilet looking perturbed.,258_0.png,0.317626953125
259,A home with lots of wood darkly stained.,259_0.png,0.30517578125
260,Two people riding different colored horses down a dirty road.,260_0.png,0.310791015625
261,A living room with a large tv and pictures all around.,261_0.png,0.27978515625
262,A man sits on a toilet while working on his computer at his desk.,262_0.png,0.36376953125
263,A bathroom with a sink and a toilet. ,263_0.png,0.276611328125
264,A flying plane with smoke trailing behind it.,264_0.png,0.29443359375
265,Part of train car with a door to the rear connected to the car behind it,265_0.png,0.281494140625
266,A man is cooking in a crowded kitchen.,266_0.png,0.29443359375
267,A toilet in a restroom next to a toilet paper dispenser,267_0.png,0.319091796875
268,A rock wall next to a green tiled room.,268_0.png,0.325927734375
269,A toilet bowl with no toilet seat in a restroom,269_0.png,0.297607421875
270,Full grown cat laying down and sleeping on top of a car. ,270_0.png,0.333251953125
271,Kitchen area with counter top space and dining room table. ,271_0.png,0.2861328125
272,two lines of motorcycles driving down the road while a crowd watches,272_0.png,0.294677734375
273,A group of older people sitting on a park bench with a dog on a leash.,273_0.png,0.29248046875
274,A bathroom with a sliding shower door next to a toilet.,274_0.png,0.321533203125
275,A toilet on the outside of a building next to a parking meter.,275_0.png,0.317626953125
276,"A view of a kitchen with cabinets, a sink and a clothes washer.",276_0.png,0.296142578125
277,"The bathroom toilet with the cover up, sink, and bathroom items are shown.",277_0.png,0.325439453125
278,Several pieces of art and a painting on display,278_0.png,0.257080078125
279,Motorcyclists and a bicycle are parked on a yard.,279_0.png,0.33984375
280,The sightseeing boat streams along the river joined by a plane,280_0.png,0.34521484375
281,A woman hovering over food on a wooden table.,281_0.png,0.2474365234375
282,A Marine that is looking at his cell phone.,282_0.png,0.35498046875
283,A man with glasses riding in a car with an adorable dog in the backseat.,283_0.png,0.34033203125
284,A man riding on the back of a brown horse in front of a truck.,284_0.png,0.287109375
285,A peson riding a bike down a long narrow road.,285_0.png,0.296142578125
286,An airliner taking off from an airport runway.,286_0.png,0.29248046875
287,A dog wearing a protective cone around it's head watching TV.,287_0.png,0.278076171875
288,A man riding a bicycle down a sidewalk.,288_0.png,0.3076171875
289,A cat sniffing an upside down blue bicycle.,289_0.png,0.3310546875
290,A celebration with cake for Navy members stationed in Thailand,290_0.png,0.375244140625
291,a boy wearing headphones using one computer in a long row of computers,291_0.png,0.34521484375
292,A bathroom with a toilette with it's seat down.,292_0.png,0.282958984375
293,A kitchen filled with dishes and appliances with lots of cupboards..,293_0.png,0.291748046875
294,Two adorable birds perched on a piece of bamboo.,294_0.png,0.35009765625
295,A messy kitchen with pots and pans laying around.,295_0.png,0.295654296875
296,A man and a woman standing next to a motor cycle.,296_0.png,0.336181640625
297,A large bathroom with an enclosed toilet and a large sink.,297_0.png,0.30029296875
298,An office desk holding multiple computers and various supplies.,298_0.png,0.326171875
299,A man wearing a striped suit standing next to butcher knives.,299_0.png,0.35107421875
300,A woman sitting at a table while holding a pair of scissors.,300_0.png,0.26953125
301,An old picture of a family on their farm.,301_0.png,0.3271484375
302,A bathroom with two urinals and a sink.,302_0.png,0.2744140625
303,A kitchen cluttered with dishes with a stove and oven.,303_0.png,0.296630859375
304,An airplane flying in a blue sky with it's landing gear down.,304_0.png,0.29443359375
305,A wooden bathroom with a wooden toilet next to a window.,305_0.png,0.335205078125
306,Dog in parking lot and on a leash.,306_0.png,0.29931640625
307,Man on a bicycle riding on the road next to a river.,307_0.png,0.32763671875
308,A girl sitting on a bench in front of a stone wall.,308_0.png,0.3359375
309,Three Mercedes Benz on the top of a train as cargo ,309_0.png,0.253662109375
310,A man sitting on a parked motorcycle on the street ,310_0.png,0.300048828125
311,A birthday boy with car shaped cake and candles on it.,311_0.png,0.292236328125
312,A brown dog standing on the kitchen floor looking up.,312_0.png,0.333984375
313,A bathroom is very colorful with blue yellow and red.,313_0.png,0.32275390625
314,A collection of photos of an old motorcycle and parts.,314_0.png,0.2998046875
315,A man sitting in a window ledge with a cell phone in his hand.,315_0.png,0.289794921875
316,A little girl in ponytails holding on to a teddy bear.,316_0.png,0.3291015625
317,A refrigerator next to a red wall in the kitchen. ,317_0.png,0.32763671875
318,"A car driving in an intersection, past a furniture shop. ",318_0.png,0.30859375
319,A bathroom scene with focus on the toilet.,319_0.png,0.291015625
320,Six people in a boat rowing on a body of water.,320_0.png,0.3134765625
321,A chef in a kitchen preparing a meal.,321_0.png,0.315673828125
322,A group of rescue workers helping an overturned car,322_0.png,0.31298828125
323,A large commercial airplane sitting on the runway.,323_0.png,0.2939453125
324,A toilet with an object hanging off of it.,324_0.png,0.294921875
325,An empty bathroom with a shower next to a toilet.,325_0.png,0.296630859375
326,A four engine jet transport airplane flying low.,326_0.png,0.294677734375
327,A bathroom that has been gutted with the shower basin the only thing left.,327_0.png,0.25439453125
328,A blonde woman sitting on a park bench next to a green bike.,328_0.png,0.31201171875
329,Two men wearing aprons working in a commercial-style kitchen.,329_0.png,0.294189453125
330,A park bench in front of a porch in a green grass filled park.,330_0.png,0.31884765625
331,A rotten door leading into a restroom covered in filth.,331_0.png,0.3095703125
332,A group of motorcycles parked side by side in front of a donuts shop.,332_0.png,0.353515625
333,A chef in a kitchen standing next to a counter with jars and containers.,333_0.png,0.33056640625
334,A urinal is displayed with modern porcelain structuring.,334_0.png,0.32373046875
335,"A bathroom with a sink, toilet and shower bathtub combination.",335_0.png,0.310546875
336,A European street scene with a motorcycle and a car.,336_0.png,0.34814453125
337,Two large commercial airplanes sitting on the runway.,337_0.png,0.266357421875
338,A building with a black and gold clock on it.,338_0.png,0.3408203125
339,A group of people sitting around a table under an umbrella.,339_0.png,0.349609375
340,A towel hangs beneath a sink in a bathroom.,340_0.png,0.2802734375
341,a bathroom with a bath tub near windows,341_0.png,0.323974609375
342,A crowded city street with lots of people walking around.,342_0.png,0.276611328125
343,A man stands next to a motorbike on some pavement.,343_0.png,0.276123046875
344,An elaborate contraption on a water faucet for a bathtub.,344_0.png,0.287109375
345,Two cups of black coffee sitting next to a coffee pot. ,345_0.png,0.30029296875
346,Two desktop computer monitors sitting on a desk with a keyboard and mouse.,346_0.png,0.302490234375
347,A commuter train traveling down train track next to a rural road.,347_0.png,0.275634765625
348,Two street signs are shown against more buildings.,348_0.png,0.330810546875
349,A display of a toilet and sink in a store. ,349_0.png,0.296875
350,a plane on an air port run way,350_0.png,0.2705078125
351,A baseball player bobble head next to two computer monitors on a desk.,351_0.png,0.359130859375
352,A man and two women walking their dogs and hiking in the woods.,352_0.png,0.322265625
353,a person riding a motorcycle on an enclosed road,353_0.png,0.293701171875
354,A bathtub is beneath a torn down wall.,354_0.png,0.335693359375
355,"An open door leading to a bathroom toilet, with a shower rack and bureau visible.",355_0.png,0.2744140625
356,A small plane is taking off from a grassy field.,356_0.png,0.325439453125
357,"A hotel room with a flat screen tv, chair, and bed. ",357_0.png,0.27734375
358,A young soldier has his picture taken with a young lady with an open jacket and brazier showing.,358_0.png,0.32177734375
359,A cubicle desk with two laptops on it. ,359_0.png,0.28857421875
360,Two big dogs ride beside one another on the same vehicle seat.,360_0.png,0.3251953125
361,A motorcycle parked in front of a graffiti covered building.,361_0.png,0.3515625
362,A jumbo jet airplane in flight on a sunny day.,362_0.png,0.27001953125
363,A bathroom with an enclosed shower next to a sink and a toilet.,363_0.png,0.312255859375
364,A kitchen with a bag from Whole Foods on the counter. ,364_0.png,0.282470703125
365,a brown and white kitchen with a silver refrigerator,365_0.png,0.32373046875
366,A airplane banking to the right as it ascends into the sky,366_0.png,0.279052734375
367,A calico cat drinking water from a running tap in a bathroom.,367_0.png,0.364013671875
368,A kitchen with an island and window over the sink.,368_0.png,0.28271484375
369,A man talking on a cell phone walking an orange bike across a street.,369_0.png,0.313232421875
370,a bathroom with a toilet and a bath tub,370_0.png,0.296630859375
371,"A kitchen refrigerator with numerous pictures held up by magnets, next to counters and a dining table and chairs.",371_0.png,0.324462890625
372,A mounted police officer riding down a city street past parked cars.,372_0.png,0.358642578125
373,A bathroom containing a toilet and a sink.,373_0.png,0.280029296875
374,A motorcycle with a red seat is on top of a stand. ,374_0.png,0.31591796875
375,A person holds a flip phone displaying the screen.,375_0.png,0.30224609375
376,A couple flying a kite at dusk on the seaside.,376_0.png,0.330078125
377,A street view with a plane flying ahead.,377_0.png,0.31982421875
378,A group of fighter jets sitting on an airport tarmac.,378_0.png,0.3427734375
379,A hood lifted on a Chevrolet vehicle with a teddy bear on the side.,379_0.png,0.33203125
380,A restroom stall with a white toilet and a toilet paper dispenser.,380_0.png,0.271240234375
381,A group of sheep being herded by a black dog.,381_0.png,0.322509765625
382,A room filled with bathroom sinks and bath tubs.,382_0.png,0.32421875
383,a girl sitting at a kitchen table in a home,383_0.png,0.28759765625
384,A  lawn sitting on a snowy sidewalk by a hydrant.,384_0.png,0.301513671875
385,some white and blue porcelain designer toilet bowls,385_0.png,0.319091796875
386,A bathroom with all black fixtures in it.,386_0.png,0.325927734375
387,A small room with a heater and a desk filled with clutter.,387_0.png,0.30029296875
388,a toilet a toilet paper roll and a newspaper,388_0.png,0.30029296875
389,a brown horse is walking in between two cars,389_0.png,0.331298828125
390,A man in hipster clothes straddling a bicycle on the sidewalk.,390_0.png,0.31103515625
391,A modified motorcycle parked with other motorcycles on the pavement.,391_0.png,0.298095703125
392,A small bathroom with focus on the shower curtain.,392_0.png,0.30810546875
393,An older woman sits in a sweater at the beach.,393_0.png,0.355712890625
394,A man is sitting on a bench reading a book.,394_0.png,0.33740234375
395,A beige tiled bathroom with white fixtures and a mirror.,395_0.png,0.29833984375
396,A pile of feces sits on the back of a public restroom toilet.,396_0.png,0.356689453125
397,A plane parked next to a truck next to a house.,397_0.png,0.302978515625
398,A street at night is lit up by streetlights.,398_0.png,0.302001953125
399,a man is reading a book in a car with a small dog,399_0.png,0.375
400,A motorcycle parked next to a bunch more with a plastic sign in front of it.,400_0.png,0.288330078125
401,Three birthday candles stand lit on a cake.,401_0.png,0.34228515625
402,A motorcycle is parked on a dirt road in a forest.,402_0.png,0.352783203125
403,An older floor light sits deserted in an abandoned hospital.,403_0.png,0.334228515625
404,A bowl of peeled oranges sitting on a white bowl on a kitchen counter.,404_0.png,0.310546875
405,Racers riding four wheelers while a crowd watches.,405_0.png,0.34033203125
406,A combination of black and white sheep grazing in a meadow,406_0.png,0.341552734375
407,A blurry motion picture of a person doing a wheelie on a motorcycle.,407_0.png,0.30224609375
